"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000004534",0.392853267181854,6.59498950942732,13.4507596798757,0.000287225688520976,"NO"
"ENSG00000004660",-0.748740119938848,5.17653331403436,16.5174381716471,6.0875152379567e-05,"NO"
"ENSG00000004700",-0.229660236687329,4.24429753909521,3.40342116903737,0.0659960366245578,"NO"
"ENSG00000004766",0.031524767913985,5.24370128023301,0.234243595621502,0.628729722162942,"NO"
"ENSG00000004776",-1.92402299701688,2.54959866599995,80.2147201412041,2.94805063835453e-17,"DOWN"
"ENSG00000004777",0.531523894742178,6.00311278806244,20.818473740197,7.23422728810601e-06,"NO"
"ENSG00000004779",-0.191329788370089,5.51007541666551,5.77602905217418,0.016821280251015,"NO"
"ENSG00000004799",0.53302837102236,6.5107780454721,6.31351542282787,0.012479332984278,"NO"
"ENSG00000004838",-3.76652108601273,2.90113599889297,353.364111258214,1.8736512489072e-53,"DOWN"
"ENSG00000004848",-2.19908784531994,2.40778677669072,98.0861788104212,2.5616661224252e-20,"DOWN"
"ENSG00000004864",-0.372617099427875,4.81947885922603,21.9156683309726,4.23188995997611e-06,"NO"
"ENSG00000004866",0.477643643589567,5.17257888063747,24.0496841607678,1.50375134460593e-06,"NO"
"ENSG00000004897",0.0595718653808148,5.92455512666852,2.12794998124877,0.145625898703803,"NO"
"ENSG00000004939",0.31160388323255,-1.97878384789288,0.997339879662277,0.318718138336512,"NO"
"ENSG00000004948",-0.177507083419485,-1.77095174444086,0.422048149550984,0.516388097053321,"NO"
"ENSG00000004961",-0.52027142677984,4.00385517034411,67.5048816003286,5.44220433693826e-15,"NO"
"ENSG00000004975",0.421247140261098,5.64379792252535,44.2201636145253,1.28803872776328e-10,"NO"
"ENSG00000005007",0.131709265225093,7.08725615121652,5.89907910820848,0.0157054418995258,"NO"
"ENSG00000005020",-1.69544551085425,5.11751201965557,140.053392879341,5.34305941498543e-27,"DOWN"
"ENSG00000005022",-0.200456079357325,7.47982622809134,5.67618441718976,0.0177869730355319,"NO"
"ENSG00000005059",-2.17105883909698,3.77540131070975,174.248855317877,5.41946246395077e-32,"DOWN"
